Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Type,Stock,Market,Strike,Date,Temp1,Maturity,Days,Diff,Moneyness
17 May 71.00 (SSO1712E71),0,0,11.2,15.5,0,0,Call,83.9,13.35,71,4/21/17,SSO1712E71,5/12/17,21,0.057534247,0.84624553
17 May 71.50 (SSO1712E71.5),0,0,10.65,14.8,0,0,Call,83.9,12.725,71.5,4/21/17,SSO1712E71.5,5/12/17,21,0.057534247,0.852205006
17 May 72.00 (SSO1712E72),0,0,10.2,14.8,0,0,Call,83.9,12.5,72,4/21/17,SSO1712E72,5/12/17,21,0.057534247,0.858164482
17 May 72.50 (SSO1712E72.5),0,0,9.75,13.35,0,0,Call,83.9,11.55,72.5,4/21/17,SSO1712E72.5,5/12/17,21,0.057534247,0.864123957
17 May 73.00 (SSO1712E73),0,0,9.6,13.7,0,0,Call,83.9,11.65,73,4/21/17,SSO1712E73,5/12/17,21,0.057534247,0.870083433
17 May 73.50 (SSO1712E73.5),0,0,8.95,13.5,0,0,Call,83.9,11.225,73.5,4/21/17,SSO1712E73.5,5/12/17,21,0.057534247,0.876042908
17 May 74.00 (SSO1712E74),0,0,8.4,13,0,0,Call,83.9,10.7,74,4/21/17,SSO1712E74,5/12/17,21,0.057534247,0.882002384
17 May 74.50 (SSO1712E74.5),0,0,7.9,12.35,0,0,Call,83.9,10.125,74.5,4/21/17,SSO1712E74.5,5/12/17,21,0.057534247,0.887961859
17 May 75.00 (SSO1712E75),0,0,8.65,11.7,0,0,Call,83.9,10.175,75,4/21/17,SSO1712E75,5/12/17,21,0.057534247,0.893921335
17 May 75.50 (SSO1712E75.5),0,0,8.5,9.6,0,0,Call,83.9,9.05,75.5,4/21/17,SSO1712E75.5,5/12/17,21,0.057534247,0.89988081
17 May 76.00 (SSO1712E76),0,0,7.95,8.8,0,0,Call,83.9,8.375,76,4/21/17,SSO1712E76,5/12/17,21,0.057534247,0.905840286
17 May 76.50 (SSO1712E76.5),0,0,7.35,8.4,0,0,Call,83.9,7.875,76.5,4/21/17,SSO1712E76.5,5/12/17,21,0.057534247,0.911799762
17 May 77.00 (SSO1712E77),0,0,7.15,7.8,0,0,Call,83.9,7.475,77,4/21/17,SSO1712E77,5/12/17,21,0.057534247,0.917759237
17 May 77.50 (SSO1712E77.5),0,0,6.25,7.45,0,0,Call,83.9,6.85,77.5,4/21/17,SSO1712E77.5,5/12/17,21,0.057534247,0.923718713
17 May 78.00 (SSO1712E78),0,0,6.15,6.9,0,0,Call,83.9,6.525,78,4/21/17,SSO1712E78,5/12/17,21,0.057534247,0.929678188
17 May 78.50 (SSO1712E78.5),0,0,5.85,6.5,0,0,Call,83.9,6.175,78.5,4/21/17,SSO1712E78.5,5/12/17,21,0.057534247,0.935637664
17 May 79.00 (SSO1712E79),0,0,5.45,6.05,0,0,Call,83.9,5.75,79,4/21/17,SSO1712E79,5/12/17,21,0.057534247,0.941597139
17 May 79.50 (SSO1712E79.5),0,0,4.9,5.5,0,0,Call,83.9,5.2,79.5,4/21/17,SSO1712E79.5,5/12/17,21,0.057534247,0.947556615
17 May 80.00 (SSO1712E80),0,0,4.15,5.15,0,0,Call,83.9,4.65,80,4/21/17,SSO1712E80,5/12/17,21,0.057534247,0.953516091
17 May 80.50 (SSO1712E80.5),4.05,0,3.95,5,0,12,Call,83.9,4.475,80.5,4/21/17,SSO1712E80.5,5/12/17,21,0.057534247,0.959475566
17 May 81.00 (SSO1712E81),0,0,3.65,4.3,0,0,Call,83.9,3.975,81,4/21/17,SSO1712E81,5/12/17,21,0.057534247,0.965435042
17 May 81.50 (SSO1712E81.5),3.2,0,3.35,4.05,0,10,Call,83.9,3.7,81.5,4/21/17,SSO1712E81.5,5/12/17,21,0.057534247,0.971394517
17 May 82.00 (SSO1712E82),2.75,0,2,3.65,0,25,Call,83.9,2.825,82,4/21/17,SSO1712E82,5/12/17,21,0.057534247,0.977353993
17 May 82.50 (SSO1712E82.5),0,0,1.21,3.2,0,0,Call,83.9,2.205,82.5,4/21/17,SSO1712E82.5,5/12/17,21,0.057534247,0.983313468
17 May 83.00 (SSO1712E83),2.67,0.52,2.02,2.79,2,45,Call,83.9,2.405,83,4/21/17,SSO1712E83,5/12/17,21,0.057534247,0.989272944
17 May 83.50 (SSO1712E83.5),2.04,0,1.75,2.43,0,130,Call,83.9,2.09,83.5,4/21/17,SSO1712E83.5,5/12/17,21,0.057534247,0.99523242
17 May 84.00 (SSO1712E84),2.6,0.8,1.57,2.98,21,0,Call,83.9,2.275,84,4/21/17,SSO1712E84,5/12/17,21,0.057534247,1.001191895
17 May 84.50 (SSO1712E84.5),1.79,0,1.41,1.95,0,5,Call,83.9,1.68,84.5,4/21/17,SSO1712E84.5,5/12/17,21,0.057534247,1.007151371
17 May 85.00 (SSO1712E85),1.04,0,1.01,1.67,0,4,Call,83.9,1.34,85,4/21/17,SSO1712E85,5/12/17,21,0.057534247,1.013110846
17 May 85.50 (SSO1712E85.5),0,0,0.86,1.5,0,0,Call,83.9,1.18,85.5,4/21/17,SSO1712E85.5,5/12/17,21,0.057534247,1.019070322
17 May 86.00 (SSO1712E86),0,0,0.67,0.99,0,0,Call,83.9,0.83,86,4/21/17,SSO1712E86,5/12/17,21,0.057534247,1.025029797
17 May 86.50 (SSO1712E86.5),0,0,0.47,0.92,0,0,Call,83.9,0.695,86.5,4/21/17,SSO1712E86.5,5/12/17,21,0.057534247,1.030989273
17 May 87.00 (SSO1712E87),0.5,0,0.4,0.66,0,20,Call,83.9,0.53,87,4/21/17,SSO1712E87,5/12/17,21,0.057534247,1.036948749
17 May 87.50 (SSO1712E87.5),0.75,0,0.12,0.71,0,55,Call,83.9,0.415,87.5,4/21/17,SSO1712E87.5,5/12/17,21,0.057534247,1.042908224
17 May 88.00 (SSO1712E88),0,0,0.08,0.54,0,0,Call,83.9,0.31,88,4/21/17,SSO1712E88,5/12/17,21,0.057534247,1.0488677
17 May 88.50 (SSO1712E88.5),0,0,0.06,0.44,0,0,Call,83.9,0.25,88.5,4/21/17,SSO1712E88.5,5/12/17,21,0.057534247,1.054827175
17 May 89.00 (SSO1712E89),0,0,0.05,0.34,0,0,Call,83.9,0.195,89,4/21/17,SSO1712E89,5/12/17,21,0.057534247,1.060786651
17 May 89.50 (SSO1712E89.5),0,0,0.04,0.44,0,0,Call,83.9,0.24,89.5,4/21/17,SSO1712E89.5,5/12/17,21,0.057534247,1.066746126
17 May 90.00 (SSO1712E90),0,0,0,0.24,0,0,Call,83.9,0.12,90,4/21/17,SSO1712E90,5/12/17,21,0.057534247,1.072705602
17 May 90.50 (SSO1712E90.5),0,0,0,0.23,0,0,Call,83.9,0.115,90.5,4/21/17,SSO1712E90.5,5/12/17,21,0.057534247,1.078665077
17 May 91.00 (SSO1712E91),0,0,0,0.46,0,0,Call,83.9,0.23,91,4/21/17,SSO1712E91,5/12/17,21,0.057534247,1.084624553
17 May 91.50 (SSO1712E91.5),0,0,0,0.18,0,0,Call,83.9,0.09,91.5,4/21/17,SSO1712E91.5,5/12/17,21,0.057534247,1.090584029
17 May 92.00 (SSO1712E92),0,0,0,0.47,0,0,Call,83.9,0.235,92,4/21/17,SSO1712E92,5/12/17,21,0.057534247,1.096543504
17 May 92.50 (SSO1712E92.5),0,0,0,3.2,0,0,Call,83.9,1.6,92.5,4/21/17,SSO1712E92.5,5/12/17,21,0.057534247,1.10250298
17 May 93.00 (SSO1712E93),0,0,0,2.95,0,0,Call,83.9,1.475,93,4/21/17,SSO1712E93,5/12/17,21,0.057534247,1.108462455
17 May 94.00 (SSO1712E94),0,0,0,2.4,0,0,Call,83.9,1.2,94,4/21/17,SSO1712E94,5/12/17,21,0.057534247,1.120381406
17 May 95.00 (SSO1712E95),0,0,0,0.34,0,0,Call,83.9,0.17,95,4/21/17,SSO1712E95,5/12/17,21,0.057534247,1.132300358
17 May 96.00 (SSO1712E96),0,0,0,0.18,0,0,Call,83.9,0.09,96,4/21/17,SSO1712E96,5/12/17,21,0.057534247,1.144219309
17 May 55.00 (SSO1719E55),0,0,27.05,31.4,0,0,Call,83.9,29.225,55,4/21/17,SSO1719E55,5/19/17,28,0.076712329,0.655542312
17 May 60.00 (SSO1719E60),0,0,21.9,26.35,0,0,Call,83.9,24.125,60,4/21/17,SSO1719E60,5/19/17,28,0.076712329,0.715137068
17 May 65.00 (SSO1719E65),0,0,17.15,21.5,0,0,Call,83.9,19.325,65,4/21/17,SSO1719E65,5/19/17,28,0.076712329,0.774731824
17 May 70.00 (SSO1719E70),0,0,12.25,15.8,0,0,Call,83.9,14.025,70,4/21/17,SSO1719E70,5/19/17,28,0.076712329,0.834326579
17 May 73.00 (SSO1719E73),0,0,9.55,13.3,0,0,Call,83.9,11.425,73,4/21/17,SSO1719E73,5/19/17,28,0.076712329,0.870083433
17 May 74.00 (SSO1719E74),0,0,9.95,10.95,0,0,Call,83.9,10.45,74,4/21/17,SSO1719E74,5/19/17,28,0.076712329,0.882002384
17 May 75.00 (SSO1719E75),10.72,0,9.05,9.8,0,1,Call,83.9,9.425,75,4/21/17,SSO1719E75,5/19/17,28,0.076712329,0.893921335
17 May 76.00 (SSO1719E76),0,0,8.2,8.85,0,0,Call,83.9,8.525,76,4/21/17,SSO1719E76,5/19/17,28,0.076712329,0.905840286
17 May 77.00 (SSO1719E77),0,0,7.25,7.95,0,0,Call,83.9,7.6,77,4/21/17,SSO1719E77,5/19/17,28,0.076712329,0.917759237
17 May 78.00 (SSO1719E78),6.2,0,6.35,7,0,19,Call,83.9,6.675,78,4/21/17,SSO1719E78,5/19/17,28,0.076712329,0.929678188
17 May 79.00 (SSO1719E79),6.11,0,5.45,6.15,0,3,Call,83.9,5.8,79,4/21/17,SSO1719E79,5/19/17,28,0.076712329,0.941597139
17 May 80.00 (SSO1719E80),5.12,-0.32,4.6,5.3,2,31,Call,83.9,4.95,80,4/21/17,SSO1719E80,5/19/17,28,0.076712329,0.953516091
17 May 81.00 (SSO1719E81),0,0,3.95,4.4,0,0,Call,83.9,4.175,81,4/21/17,SSO1719E81,5/19/17,28,0.076712329,0.965435042
17 May 82.00 (SSO1719E82),0,0,3.25,3.6,0,0,Call,83.9,3.425,82,4/21/17,SSO1719E82,5/19/17,28,0.076712329,0.977353993
17 May 83.00 (SSO1719E83),3,0,2.57,2.95,0,25,Call,83.9,2.76,83,4/21/17,SSO1719E83,5/19/17,28,0.076712329,0.989272944
17 May 84.00 (SSO1719E84),1.83,0,1.91,2.25,0,41,Call,83.9,2.08,84,4/21/17,SSO1719E84,5/19/17,28,0.076712329,1.001191895
17 May 85.00 (SSO1719E85),1.55,-0.2,1.34,1.59,17,71,Call,83.9,1.465,85,4/21/17,SSO1719E85,5/19/17,28,0.076712329,1.013110846
17 May 86.00 (SSO1719E86),1.03,-0.22,0.89,1.16,4,80,Call,83.9,1.025,86,4/21/17,SSO1719E86,5/19/17,28,0.076712329,1.025029797
17 May 87.00 (SSO1719E87),0.84,0,0.53,0.71,0,77,Call,83.9,0.62,87,4/21/17,SSO1719E87,5/19/17,28,0.076712329,1.036948749
17 May 88.00 (SSO1719E88),0.31,0,0.26,0.46,0,103,Call,83.9,0.36,88,4/21/17,SSO1719E88,5/19/17,28,0.076712329,1.0488677
17 May 89.00 (SSO1719E89),0.25,0,0.13,0.39,0,12,Call,83.9,0.26,89,4/21/17,SSO1719E89,5/19/17,28,0.076712329,1.060786651
17 May 90.00 (SSO1719E90),0,0,0.03,0.27,0,0,Call,83.9,0.15,90,4/21/17,SSO1719E90,5/19/17,28,0.076712329,1.072705602
17 May 91.00 (SSO1719E91),0,0,0.01,0.22,0,0,Call,83.9,0.115,91,4/21/17,SSO1719E91,5/19/17,28,0.076712329,1.084624553
17 May 92.00 (SSO1719E92),0,0,0,0.21,0,0,Call,83.9,0.105,92,4/21/17,SSO1719E92,5/19/17,28,0.076712329,1.096543504
17 May 93.00 (SSO1719E93),0,0,0,0.19,0,0,Call,83.9,0.095,93,4/21/17,SSO1719E93,5/19/17,28,0.076712329,1.108462455
17 May 94.00 (SSO1719E94),0.07,0,0,0.16,77,0,Call,83.9,0.08,94,4/21/17,SSO1719E94,5/19/17,28,0.076712329,1.120381406
17 May 95.00 (SSO1719E95),0,0,0,0.18,0,0,Call,83.9,0.09,95,4/21/17,SSO1719E95,5/19/17,28,0.076712329,1.132300358
17 May 96.00 (SSO1719E96),0,0,0,0.18,0,0,Call,83.9,0.09,96,4/21/17,SSO1719E96,5/19/17,28,0.076712329,1.144219309
17 May 97.00 (SSO1719E97),0,0,0,0.18,0,0,Call,83.9,0.09,97,4/21/17,SSO1719E97,5/19/17,28,0.076712329,1.15613826
17 May 98.00 (SSO1719E98),0,0,0,0.18,0,0,Call,83.9,0.09,98,4/21/17,SSO1719E98,5/19/17,28,0.076712329,1.168057211
17 May 99.00 (SSO1719E99),0,0,0,0.16,0,0,Call,83.9,0.08,99,4/21/17,SSO1719E99,5/19/17,28,0.076712329,1.179976162
17 May 100.00 (SSO1719E100),0,0,0,0.19,0,0,Call,83.9,0.095,100,4/21/17,SSO1719E100,5/19/17,28,0.076712329,1.191895113
17 May 101.00 (SSO1719E101),0,0,0,0.19,0,0,Call,83.9,0.095,101,4/21/17,SSO1719E101,5/19/17,28,0.076712329,1.203814064
17 May 55.00 (SSO1726E55),0,0,26.8,31.15,0,0,Call,83.9,28.975,55,4/21/17,SSO1726E55,5/26/17,35,0.095890411,0.655542312
17 May 60.00 (SSO1726E60),0,0,21.8,26.2,0,0,Call,83.9,24,60,4/21/17,SSO1726E60,5/26/17,35,0.095890411,0.715137068
17 May 65.00 (SSO1726E65),0,0,17.15,21.2,0,0,Call,83.9,19.175,65,4/21/17,SSO1726E65,5/26/17,35,0.095890411,0.774731824
17 May 70.00 (SSO1726E70),0,0,12.45,16.6,0,0,Call,83.9,14.525,70,4/21/17,SSO1726E70,5/26/17,35,0.095890411,0.834326579
17 May 75.00 (SSO1726E75),9.45,0,9.1,9.8,0,5,Call,83.9,9.45,75,4/21/17,SSO1726E75,5/26/17,35,0.095890411,0.893921335
17 May 76.00 (SSO1726E76),0,0,8.35,8.95,0,0,Call,83.9,8.65,76,4/21/17,SSO1726E76,5/26/17,35,0.095890411,0.905840286
17 May 76.50 (SSO1726E76.5),0,0,7.6,8.65,0,0,Call,83.9,8.125,76.5,4/21/17,SSO1726E76.5,5/26/17,35,0.095890411,0.911799762
17 May 77.00 (SSO1726E77),0,0,6,9.85,0,0,Call,83.9,7.925,77,4/21/17,SSO1726E77,5/26/17,35,0.095890411,0.917759237
17 May 77.50 (SSO1726E77.5),0,0,5.6,7.65,0,0,Call,83.9,6.625,77.5,4/21/17,SSO1726E77.5,5/26/17,35,0.095890411,0.923718713
17 May 78.00 (SSO1726E78),0,0,6.45,7.1,0,0,Call,83.9,6.775,78,4/21/17,SSO1726E78,5/26/17,35,0.095890411,0.929678188
17 May 78.50 (SSO1726E78.5),5.8,0,5.95,7.1,0,16,Call,83.9,6.525,78.5,4/21/17,SSO1726E78.5,5/26/17,35,0.095890411,0.935637664
17 May 79.00 (SSO1726E79),0,0,5.8,6.4,0,0,Call,83.9,6.1,79,4/21/17,SSO1726E79,5/26/17,35,0.095890411,0.941597139
17 May 79.50 (SSO1726E79.5),0,0,5.3,6.05,0,0,Call,83.9,5.675,79.5,4/21/17,SSO1726E79.5,5/26/17,35,0.095890411,0.947556615
17 May 80.00 (SSO1726E80),0,0,4.55,5.6,0,0,Call,83.9,5.075,80,4/21/17,SSO1726E80,5/26/17,35,0.095890411,0.953516091
17 May 80.50 (SSO1726E80.5),0,0,3.35,6,0,0,Call,83.9,4.675,80.5,4/21/17,SSO1726E80.5,5/26/17,35,0.095890411,0.959475566
17 May 81.00 (SSO1726E81),0,0,4,4.65,0,0,Call,83.9,4.325,81,4/21/17,SSO1726E81,5/26/17,35,0.095890411,0.965435042
17 May 81.50 (SSO1726E81.5),0,0,3.75,4.2,0,0,Call,83.9,3.975,81.5,4/21/17,SSO1726E81.5,5/26/17,35,0.095890411,0.971394517
17 May 82.00 (SSO1726E82),0,0,3.25,4.1,0,0,Call,83.9,3.675,82,4/21/17,SSO1726E82,5/26/17,35,0.095890411,0.977353993
17 May 82.50 (SSO1726E82.5),0,0,2.97,3.5,0,0,Call,83.9,3.235,82.5,4/21/17,SSO1726E82.5,5/26/17,35,0.095890411,0.983313468
17 May 83.00 (SSO1726E83),2.71,0,2.51,3.55,0,1,Call,83.9,3.03,83,4/21/17,SSO1726E83,5/26/17,35,0.095890411,0.989272944
17 May 83.50 (SSO1726E83.5),0,0,2.25,3,0,0,Call,83.9,2.625,83.5,4/21/17,SSO1726E83.5,5/26/17,35,0.095890411,0.99523242
17 May 84.00 (SSO1726E84),0,0,2.02,2.56,0,0,Call,83.9,2.29,84,4/21/17,SSO1726E84,5/26/17,35,0.095890411,1.001191895
17 May 84.50 (SSO1726E84.5),0,0,1.76,2.56,0,0,Call,83.9,2.16,84.5,4/21/17,SSO1726E84.5,5/26/17,35,0.095890411,1.007151371
17 May 85.00 (SSO1726E85),0,0,1.46,1.9,0,0,Call,83.9,1.68,85,4/21/17,SSO1726E85,5/26/17,35,0.095890411,1.013110846
17 May 85.50 (SSO1726E85.5),0,0,1.21,1.92,0,0,Call,83.9,1.565,85.5,4/21/17,SSO1726E85.5,5/26/17,35,0.095890411,1.019070322
17 May 86.00 (SSO1726E86),1.48,0,1.02,1.57,0,1,Call,83.9,1.295,86,4/21/17,SSO1726E86,5/26/17,35,0.095890411,1.025029797
17 May 86.50 (SSO1726E86.5),0,0,0.83,1.16,0,0,Call,83.9,0.995,86.5,4/21/17,SSO1726E86.5,5/26/17,35,0.095890411,1.030989273
17 May 87.00 (SSO1726E87),0,0,0.69,0.97,0,0,Call,83.9,0.83,87,4/21/17,SSO1726E87,5/26/17,35,0.095890411,1.036948749
17 May 87.50 (SSO1726E87.5),0,0,0.54,0.98,0,0,Call,83.9,0.76,87.5,4/21/17,SSO1726E87.5,5/26/17,35,0.095890411,1.042908224
17 May 88.00 (SSO1726E88),0,0,0.42,0.66,0,0,Call,83.9,0.54,88,4/21/17,SSO1726E88,5/26/17,35,0.095890411,1.0488677
17 May 88.50 (SSO1726E88.5),0.36,0,0.33,0.55,0,1,Call,83.9,0.44,88.5,4/21/17,SSO1726E88.5,5/26/17,35,0.095890411,1.054827175
17 May 89.00 (SSO1726E89),0,0,0.23,0.44,0,0,Call,83.9,0.335,89,4/21/17,SSO1726E89,5/26/17,35,0.095890411,1.060786651
17 May 89.50 (SSO1726E89.5),0,0,0.16,0.43,0,0,Call,83.9,0.295,89.5,4/21/17,SSO1726E89.5,5/26/17,35,0.095890411,1.066746126
17 May 90.00 (SSO1726E90),0,0,0.1,0.37,0,0,Call,83.9,0.235,90,4/21/17,SSO1726E90,5/26/17,35,0.095890411,1.072705602
17 May 90.50 (SSO1726E90.5),0,0,0.07,0.3,0,0,Call,83.9,0.185,90.5,4/21/17,SSO1726E90.5,5/26/17,35,0.095890411,1.078665077
17 May 91.00 (SSO1726E91),0,0,0.03,0.43,0,0,Call,83.9,0.23,91,4/21/17,SSO1726E91,5/26/17,35,0.095890411,1.084624553
17 May 91.50 (SSO1726E91.5),0,0,0.02,0.24,0,0,Call,83.9,0.13,91.5,4/21/17,SSO1726E91.5,5/26/17,35,0.095890411,1.090584029
17 May 92.00 (SSO1726E92),0,0,0,0.45,0,0,Call,83.9,0.225,92,4/21/17,SSO1726E92,5/26/17,35,0.095890411,1.096543504
17 May 92.50 (SSO1726E92.5),0,0,0,0.22,0,0,Call,83.9,0.11,92.5,4/21/17,SSO1726E92.5,5/26/17,35,0.095890411,1.10250298
17 May 93.00 (SSO1726E93),0,0,0,0.2,0,0,Call,83.9,0.1,93,4/21/17,SSO1726E93,5/26/17,35,0.095890411,1.108462455
17 May 94.00 (SSO1726E94),0,0,0,0.17,0,0,Call,83.9,0.085,94,4/21/17,SSO1726E94,5/26/17,35,0.095890411,1.120381406
17 Jun 50.00 (SSO1702F50),0,0,32.05,36.5,0,0,Call,83.9,34.275,50,4/21/17,SSO1702F50,6/2/17,42,0.115068493,0.595947557
17 Jun 55.00 (SSO1702F55),0,0,27.05,31.5,0,0,Call,83.9,29.275,55,4/21/17,SSO1702F55,6/2/17,42,0.115068493,0.655542312
17 Jun 60.00 (SSO1702F60),0,0,22.1,26.5,0,0,Call,83.9,24.3,60,4/21/17,SSO1702F60,6/2/17,42,0.115068493,0.715137068
17 Jun 65.00 (SSO1702F65),0,0,17.25,22,0,0,Call,83.9,19.625,65,4/21/17,SSO1702F65,6/2/17,42,0.115068493,0.774731824
17 Jun 70.00 (SSO1702F70),0,0,12.2,16.95,0,0,Call,83.9,14.575,70,4/21/17,SSO1702F70,6/2/17,42,0.115068493,0.834326579
17 Jun 70.50 (SSO1702F70.5),0,0,11.95,16.35,0,0,Call,83.9,14.15,70.5,4/21/17,SSO1702F70.5,6/2/17,42,0.115068493,0.840286055
17 Jun 71.00 (SSO1702F71),0,0,11.45,15.9,0,0,Call,83.9,13.675,71,4/21/17,SSO1702F71,6/2/17,42,0.115068493,0.84624553
17 Jun 71.50 (SSO1702F71.5),0,0,11,15.5,0,0,Call,83.9,13.25,71.5,4/21/17,SSO1702F71.5,6/2/17,42,0.115068493,0.852205006
17 Jun 72.00 (SSO1702F72),0,0,11.75,13.45,0,0,Call,83.9,12.6,72,4/21/17,SSO1702F72,6/2/17,42,0.115068493,0.858164482
17 Jun 72.50 (SSO1702F72.5),0,0,11.45,12.55,0,0,Call,83.9,12,72.5,4/21/17,SSO1702F72.5,6/2/17,42,0.115068493,0.864123957
17 Jun 73.00 (SSO1702F73),0,0,10.8,11.85,0,0,Call,83.9,11.325,73,4/21/17,SSO1702F73,6/2/17,42,0.115068493,0.870083433
17 Jun 73.50 (SSO1702F73.5),0,0,10.55,11.4,0,0,Call,83.9,10.975,73.5,4/21/17,SSO1702F73.5,6/2/17,42,0.115068493,0.876042908
17 Jun 74.00 (SSO1702F74),0,0,10,11.1,0,0,Call,83.9,10.55,74,4/21/17,SSO1702F74,6/2/17,42,0.115068493,0.882002384
17 Jun 74.50 (SSO1702F74.5),0,0,9.45,10.45,0,0,Call,83.9,9.95,74.5,4/21/17,SSO1702F74.5,6/2/17,42,0.115068493,0.887961859
17 Jun 75.00 (SSO1702F75),0,0,8.75,10,0,0,Call,83.9,9.375,75,4/21/17,SSO1702F75,6/2/17,42,0.115068493,0.893921335
17 Jun 75.50 (SSO1702F75.5),0,0,8.5,9.55,0,0,Call,83.9,9.025,75.5,4/21/17,SSO1702F75.5,6/2/17,42,0.115068493,0.89988081
17 Jun 76.00 (SSO1702F76),0,0,7.05,11.35,0,0,Call,83.9,9.2,76,4/21/17,SSO1702F76,6/2/17,42,0.115068493,0.905840286
17 Jun 76.50 (SSO1702F76.5),0,0,6.25,10.55,0,0,Call,83.9,8.4,76.5,4/21/17,SSO1702F76.5,6/2/17,42,0.115068493,0.911799762
17 Jun 77.00 (SSO1702F77),0,0,6.15,10.35,0,0,Call,83.9,8.25,77,4/21/17,SSO1702F77,6/2/17,42,0.115068493,0.917759237
17 Jun 77.50 (SSO1702F77.5),0,0,6.95,7.7,0,0,Call,83.9,7.325,77.5,4/21/17,SSO1702F77.5,6/2/17,42,0.115068493,0.923718713
17 Jun 78.00 (SSO1702F78),0,0,6.35,7.3,0,0,Call,83.9,6.825,78,4/21/17,SSO1702F78,6/2/17,42,0.115068493,0.929678188
17 Jun 78.50 (SSO1702F78.5),0,0,5.6,6.85,0,0,Call,83.9,6.225,78.5,4/21/17,SSO1702F78.5,6/2/17,42,0.115068493,0.935637664
17 Jun 79.00 (SSO1702F79),0,0,5.65,6.5,0,0,Call,83.9,6.075,79,4/21/17,SSO1702F79,6/2/17,42,0.115068493,0.941597139
17 Jun 79.50 (SSO1702F79.5),0,0,4.6,6.05,0,0,Call,83.9,5.325,79.5,4/21/17,SSO1702F79.5,6/2/17,42,0.115068493,0.947556615
17 Jun 80.00 (SSO1702F80),0,0,4.75,5.6,0,0,Call,83.9,5.175,80,4/21/17,SSO1702F80,6/2/17,42,0.115068493,0.953516091
17 Jun 80.50 (SSO1702F80.5),0,0,4.2,5.45,0,0,Call,83.9,4.825,80.5,4/21/17,SSO1702F80.5,6/2/17,42,0.115068493,0.959475566
17 Jun 81.00 (SSO1702F81),0,0,2.56,5.05,0,0,Call,83.9,3.805,81,4/21/17,SSO1702F81,6/2/17,42,0.115068493,0.965435042
17 Jun 81.50 (SSO1702F81.5),0,0,3.8,4.45,0,0,Call,83.9,4.125,81.5,4/21/17,SSO1702F81.5,6/2/17,42,0.115068493,0.971394517
17 Jun 82.00 (SSO1702F82),0,0,3.2,4.1,0,0,Call,83.9,3.65,82,4/21/17,SSO1702F82,6/2/17,42,0.115068493,0.977353993
17 Jun 82.50 (SSO1702F82.5),0,0,3.15,3.7,0,0,Call,83.9,3.425,82.5,4/21/17,SSO1702F82.5,6/2/17,42,0.115068493,0.983313468
17 Jun 83.00 (SSO1702F83),0,0,2.84,3.4,0,0,Call,83.9,3.12,83,4/21/17,SSO1702F83,6/2/17,42,0.115068493,0.989272944
17 Jun 83.50 (SSO1702F83.5),0,0,2.52,3.15,0,0,Call,83.9,2.835,83.5,4/21/17,SSO1702F83.5,6/2/17,42,0.115068493,0.99523242
17 Jun 84.00 (SSO1702F84),0,0,2.15,3,0,0,Call,83.9,2.575,84,4/21/17,SSO1702F84,6/2/17,42,0.115068493,1.001191895
17 Jun 84.50 (SSO1702F84.5),0,0,1.95,2.43,0,0,Call,83.9,2.19,84.5,4/21/17,SSO1702F84.5,6/2/17,42,0.115068493,1.007151371
17 Jun 85.00 (SSO1702F85),1.6,0,1.62,2.04,0,23,Call,83.9,1.83,85,4/21/17,SSO1702F85,6/2/17,42,0.115068493,1.013110846
17 Jun 85.50 (SSO1702F85.5),1.36,0,1.36,1.77,0,1,Call,83.9,1.565,85.5,4/21/17,SSO1702F85.5,6/2/17,42,0.115068493,1.019070322
17 Jun 86.00 (SSO1702F86),0,0,1.24,1.54,0,0,Call,83.9,1.39,86,4/21/17,SSO1702F86,6/2/17,42,0.115068493,1.025029797
17 Jun 86.50 (SSO1702F86.5),0,0,1.02,1.66,0,0,Call,83.9,1.34,86.5,4/21/17,SSO1702F86.5,6/2/17,42,0.115068493,1.030989273
17 Jun 87.00 (SSO1702F87),1.12,0,0.76,1.12,0,1,Call,83.9,0.94,87,4/21/17,SSO1702F87,6/2/17,42,0.115068493,1.036948749
17 Jun 87.50 (SSO1702F87.5),0,0,0.69,0.96,0,0,Call,83.9,0.825,87.5,4/21/17,SSO1702F87.5,6/2/17,42,0.115068493,1.042908224
17 Jun 88.00 (SSO1702F88),0,0,0.55,0.79,0,0,Call,83.9,0.67,88,4/21/17,SSO1702F88,6/2/17,42,0.115068493,1.0488677
17 Jun 88.50 (SSO1702F88.5),0.61,0,0.44,0.65,0,37,Call,83.9,0.545,88.5,4/21/17,SSO1702F88.5,6/2/17,42,0.115068493,1.054827175
17 Jun 89.00 (SSO1702F89),0,0,0.31,0.55,0,0,Call,83.9,0.43,89,4/21/17,SSO1702F89,6/2/17,42,0.115068493,1.060786651
17 Jun 89.50 (SSO1702F89.5),0,0,0.23,0.45,0,0,Call,83.9,0.34,89.5,4/21/17,SSO1702F89.5,6/2/17,42,0.115068493,1.066746126
17 Jun 90.00 (SSO1702F90),0,0,0.08,0.56,0,0,Call,83.9,0.32,90,4/21/17,SSO1702F90,6/2/17,42,0.115068493,1.072705602
17 Jun 90.50 (SSO1702F90.5),0,0,0.12,0.37,0,0,Call,83.9,0.245,90.5,4/21/17,SSO1702F90.5,6/2/17,42,0.115068493,1.078665077
