Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Type,Stock,Market,Strike,Date,Temp1,Maturity,Days,Diff,Moneyness
17 May 90.00 (SSO1705Q90),0,0,4.85,8.95,0,0,Put,83.9,6.9,90,4/21/17,SSO1705Q90,5/5/17,14,0.038356164,1.072705602
17 May 90.50 (SSO1705Q90.5),0,0,4.1,8.5,0,0,Put,83.9,6.3,90.5,4/21/17,SSO1705Q90.5,5/5/17,14,0.038356164,1.078665077
17 May 91.00 (SSO1705Q91),0,0,4.8,9.2,0,0,Put,83.9,7,91,4/21/17,SSO1705Q91,5/5/17,14,0.038356164,1.084624553
17 May 91.50 (SSO1705Q91.5),0,0,5.05,9.85,0,0,Put,83.9,7.45,91.5,4/21/17,SSO1705Q91.5,5/5/17,14,0.038356164,1.090584029
17 May 92.00 (SSO1705Q92),0,0,5.85,10.15,0,0,Put,83.9,8,92,4/21/17,SSO1705Q92,5/5/17,14,0.038356164,1.096543504
17 May 93.00 (SSO1705Q93),0,0,7.15,11.5,0,0,Put,83.9,9.325,93,4/21/17,SSO1705Q93,5/5/17,14,0.038356164,1.108462455
17 May 94.00 (SSO1705Q94),0,0,7.65,12.15,0,0,Put,83.9,9.9,94,4/21/17,SSO1705Q94,5/5/17,14,0.038356164,1.120381406
17 May 95.00 (SSO1705Q95),0,0,9,13.2,0,0,Put,83.9,11.1,95,4/21/17,SSO1705Q95,5/5/17,14,0.038356164,1.132300358
17 May 60.00 (SSO1712Q60),0,0,0.04,0.29,0,0,Put,83.9,0.165,60,4/21/17,SSO1712Q60,5/12/17,21,0.057534247,0.715137068
17 May 65.00 (SSO1712Q65),0.3,0,0.08,0.35,0,1,Put,83.9,0.215,65,4/21/17,SSO1712Q65,5/12/17,21,0.057534247,0.774731824
17 May 68.00 (SSO1712Q68),0,0,0.13,0.4,0,0,Put,83.9,0.265,68,4/21/17,SSO1712Q68,5/12/17,21,0.057534247,0.810488677
17 May 69.00 (SSO1712Q69),0,0,0.15,0.4,0,0,Put,83.9,0.275,69,4/21/17,SSO1712Q69,5/12/17,21,0.057534247,0.822407628
17 May 70.00 (SSO1712Q70),0.35,0,0.16,0.44,0,36,Put,83.9,0.3,70,4/21/17,SSO1712Q70,5/12/17,21,0.057534247,0.834326579
17 May 70.50 (SSO1712Q70.5),0,0,0.18,0.46,0,0,Put,83.9,0.32,70.5,4/21/17,SSO1712Q70.5,5/12/17,21,0.057534247,0.840286055
17 May 71.00 (SSO1712Q71),0,0,0.18,0.47,0,0,Put,83.9,0.325,71,4/21/17,SSO1712Q71,5/12/17,21,0.057534247,0.84624553
17 May 71.50 (SSO1712Q71.5),0,0,0.02,2.63,0,0,Put,83.9,1.325,71.5,4/21/17,SSO1712Q71.5,5/12/17,21,0.057534247,0.852205006
17 May 72.00 (SSO1712Q72),0,0,0.04,0.49,0,0,Put,83.9,0.265,72,4/21/17,SSO1712Q72,5/12/17,21,0.057534247,0.858164482
17 May 72.50 (SSO1712Q72.5),0,0,0.05,0.74,0,0,Put,83.9,0.395,72.5,4/21/17,SSO1712Q72.5,5/12/17,21,0.057534247,0.864123957
17 May 73.00 (SSO1712Q73),0,0,0.1,0.76,0,0,Put,83.9,0.43,73,4/21/17,SSO1712Q73,5/12/17,21,0.057534247,0.870083433
17 May 73.50 (SSO1712Q73.5),0,0,0.09,3.15,0,0,Put,83.9,1.62,73.5,4/21/17,SSO1712Q73.5,5/12/17,21,0.057534247,0.876042908
17 May 74.00 (SSO1712Q74),0.51,0,0.3,0.55,0,5,Put,83.9,0.425,74,4/21/17,SSO1712Q74,5/12/17,21,0.057534247,0.882002384
17 May 74.50 (SSO1712Q74.5),0,0,0.14,2.85,0,0,Put,83.9,1.495,74.5,4/21/17,SSO1712Q74.5,5/12/17,21,0.057534247,0.887961859
17 May 75.00 (SSO1712Q75),0.52,0,0.15,0.54,0,1,Put,83.9,0.345,75,4/21/17,SSO1712Q75,5/12/17,21,0.057534247,0.893921335
17 May 75.50 (SSO1712Q75.5),0,0,0.37,0.58,0,0,Put,83.9,0.475,75.5,4/21/17,SSO1712Q75.5,5/12/17,21,0.057534247,0.89988081
17 May 76.00 (SSO1712Q76),0,0,0.39,0.61,0,0,Put,83.9,0.5,76,4/21/17,SSO1712Q76,5/12/17,21,0.057534247,0.905840286
17 May 76.50 (SSO1712Q76.5),0.54,0,0.26,0.83,0,1,Put,83.9,0.545,76.5,4/21/17,SSO1712Q76.5,5/12/17,21,0.057534247,0.911799762
17 May 77.00 (SSO1712Q77),0.84,0,0.3,0.76,0,49,Put,83.9,0.53,77,4/21/17,SSO1712Q77,5/12/17,21,0.057534247,0.917759237
17 May 77.50 (SSO1712Q77.5),0,0,0.4,3.1,0,0,Put,83.9,1.75,77.5,4/21/17,SSO1712Q77.5,5/12/17,21,0.057534247,0.923718713
17 May 78.00 (SSO1712Q78),0.7,0,0.54,0.91,0,42,Put,83.9,0.725,78,4/21/17,SSO1712Q78,5/12/17,21,0.057534247,0.929678188
17 May 78.50 (SSO1712Q78.5),1.18,0,0.61,0.98,0,274,Put,83.9,0.795,78.5,4/21/17,SSO1712Q78.5,5/12/17,21,0.057534247,0.935637664
17 May 79.00 (SSO1712Q79),1.25,0,0.53,0.96,0,309,Put,83.9,0.745,79,4/21/17,SSO1712Q79,5/12/17,21,0.057534247,0.941597139
17 May 79.50 (SSO1712Q79.5),0,0,0.57,3.85,0,0,Put,83.9,2.21,79.5,4/21/17,SSO1712Q79.5,5/12/17,21,0.057534247,0.947556615
17 May 80.00 (SSO1712Q80),0.41,-0.33,0.7,1.12,1,5,Put,83.9,0.91,80,4/21/17,SSO1712Q80,5/12/17,21,0.057534247,0.953516091
17 May 80.50 (SSO1712Q80.5),0,0,0.67,1.28,0,0,Put,83.9,0.975,80.5,4/21/17,SSO1712Q80.5,5/12/17,21,0.057534247,0.959475566
17 May 81.00 (SSO1712Q81),1.08,0,0.69,1.76,0,5,Put,83.9,1.225,81,4/21/17,SSO1712Q81,5/12/17,21,0.057534247,0.965435042
17 May 81.50 (SSO1712Q81.5),0,0,1.08,1.57,0,0,Put,83.9,1.325,81.5,4/21/17,SSO1712Q81.5,5/12/17,21,0.057534247,0.971394517
17 May 82.00 (SSO1712Q82),1.54,0,0.99,1.59,0,14,Put,83.9,1.29,82,4/21/17,SSO1712Q82,5/12/17,21,0.057534247,0.977353993
17 May 82.50 (SSO1712Q82.5),0,0,1.22,1.73,0,0,Put,83.9,1.475,82.5,4/21/17,SSO1712Q82.5,5/12/17,21,0.057534247,0.983313468
17 May 83.00 (SSO1712Q83),0,0,1.34,1.88,0,0,Put,83.9,1.61,83,4/21/17,SSO1712Q83,5/12/17,21,0.057534247,0.989272944
17 May 83.50 (SSO1712Q83.5),0,0,0.38,3.6,0,0,Put,83.9,1.99,83.5,4/21/17,SSO1712Q83.5,5/12/17,21,0.057534247,0.99523242
17 May 84.00 (SSO1712Q84),0,0,1.79,2.4,0,0,Put,83.9,2.095,84,4/21/17,SSO1712Q84,5/12/17,21,0.057534247,1.001191895
17 May 84.50 (SSO1712Q84.5),2.9,0,1.79,2.49,0,10,Put,83.9,2.14,84.5,4/21/17,SSO1712Q84.5,5/12/17,21,0.057534247,1.007151371
17 May 85.00 (SSO1712Q85),2.71,0,1.97,2.73,0,1,Put,83.9,2.35,85,4/21/17,SSO1712Q85,5/12/17,21,0.057534247,1.013110846
17 May 85.50 (SSO1712Q85.5),4,0,1.99,3.3,0,8,Put,83.9,2.645,85.5,4/21/17,SSO1712Q85.5,5/12/17,21,0.057534247,1.019070322
17 May 86.00 (SSO1712Q86),3.34,0,2.62,3.25,0,4,Put,83.9,2.935,86,4/21/17,SSO1712Q86,5/12/17,21,0.057534247,1.025029797
17 May 86.50 (SSO1712Q86.5),0,0,0.71,4.75,0,0,Put,83.9,2.73,86.5,4/21/17,SSO1712Q86.5,5/12/17,21,0.057534247,1.030989273
17 May 87.00 (SSO1712Q87),0,0,3.15,4.1,0,0,Put,83.9,3.625,87,4/21/17,SSO1712Q87,5/12/17,21,0.057534247,1.036948749
17 May 87.50 (SSO1712Q87.5),0,0,3.65,4.65,0,0,Put,83.9,4.15,87.5,4/21/17,SSO1712Q87.5,5/12/17,21,0.057534247,1.042908224
17 May 88.00 (SSO1712Q88),0,0,3.95,4.75,0,0,Put,83.9,4.35,88,4/21/17,SSO1712Q88,5/12/17,21,0.057534247,1.0488677
17 May 88.50 (SSO1712Q88.5),0,0,4.25,5.8,0,0,Put,83.9,5.025,88.5,4/21/17,SSO1712Q88.5,5/12/17,21,0.057534247,1.054827175
